TargetID	ProbeID	Patient 1-Tumor.AVG_Signal	Patient 1-Tumor.Detection Pval	Patient 2-Tumor.AVG_Signal	Patient 2-Tumor.Detection Pval	Patient 3-Tumor.AVG_Signal	Patient 3-Tumor.Detection Pval	 Patient 4-Tumor.AVG_Signal	Patient 4-Tumor.Detection Pval	Patient 1-Adjacent.AVG_Signal	Patient 1-Adjacent.Detection Pval	Patient 2-Adjacent.AVG_Signal	Patient 2-Adjacent.Detection Pval	Patient 3-Adjacent.AVG_Signal	Patient 3-Adjacent.Detection Pval	Patient 4-Adjacent.AVG_Signal	Patient 4-Adjacent.Detection Pval
NEGATIVE	7100341	56.13995	0.7161017	55.13161	0.6031073	68.43363	0.180791	71.66196	0.03531073	61.79161	0.3672316	67.55193	0.3361582	59.53139	0.5254237	64.76335	0.2259887
NEGATIVE	7100435	58.84357	0.5211864	55.02486	0.6087571	60.99923	0.5889831	63.44897	0.279661	54.98677	0.8121469	61.41398	0.7048023	62.72158	0.3206215	58.00672	0.6144068
NEGATIVE	7150241	58.96171	0.5112994	63.09523	0.1412429	60.19438	0.6355932	59.28476	0.5084746	61.90473	0.3615819	69.64014	0.2274011	61.51925	0.3884181	61.76953	0.3460452
NEGATIVE	7150468	48.90708	0.9774011	58.6936	0.3601695	60.48156	0.6158192	56.82645	0.6991525	55.83464	0.7641243	59.14481	0.8234463	60.19218	0.4816384	55.66843	0.7542373
NEGATIVE	7150523	57.70814	0.6115819	56.01158	0.5268362	60.67662	0.6045198	65.12646	0.1963277	62.76009	0.2951977	63.12801	0.6031073	64.32716	0.2217514	54.85466	0.8093221
NEGATIVE	7150554	55.24093	0.7669492	56.55504	0.4957627	58.40545	0.7627119	56.87447	0.6935028	52.88577	0.8954802	67.85023	0.319209	58.71036	0.5903955	57.25461	0.6680791
NEGATIVE	7150762	59.6506	0.4618644	56.02739	0.5240113	64.81905	0.3658192	59.26612	0.5127119	63.42049	0.2514124	67.37463	0.3446328	60.20552	0.4788136	63.03559	0.3135593
NEGATIVE	7160056	61.88317	0.3149717	57.59423	0.4322034	68.91389	0.1596045	68.76978	0.07485875	61.13625	0.3968927	68.72286	0.2768362	57.33506	0.680791	67.20769	0.1355932
NEGATIVE	7160091	53.59315	0.8629944	51.64132	0.8248588	55.03722	0.9265537	54.34136	0.8305085	54.28457	0.8502825	63.20488	0.6002825	49.32757	0.9759887	53.64558	0.8672317
NEGATIVE	7160288	53.93306	0.8418079	53.2465	0.720339	52.78749	0.970339	53.58825	0.8672317	50.42073	0.9590396	54.52693	0.9491525	49.23146	0.9788136	47.99967	0.9830508
NEGATIVE	7160300	52.01686	0.9180791	51.71062	0.8220339	65.9567	0.3036723	65.12654	0.1949152	62.82225	0.289548	64.15504	0.539548	64.04773	0.2387006	61.09476	0.3968927
NEGATIVE	7200121	66.48567	0.1228814	55.57506	0.5720339	60.49576	0.6144068	61.42535	0.3813559	60.82568	0.420904	73.92291	0.09745762	66.23532	0.161017	56.8517	0.6836158
NEGATIVE	7200497	66.46375	0.1242938	57.68644	0.4237288	64.69776	0.3757062	64.56944	0.2132768	58.16853	0.6073446	66.22715	0.4039548	57.96862	0.6440678	62.12948	0.3347458
NEGATIVE	7200577	64.64121	0.1949152	54.922	0.6200565	66.74332	0.2570621	65.28984	0.1864407	65.89643	0.1596045	69.59029	0.230226	65.07354	0.1949152	73.92764	0.03107345
NEGATIVE	7210014	74.86346	0.02259887	65.50516	0.07627118	66.59695	0.2669491	67.51104	0.1059322	64.72946	0.1977401	78.37754	0.03954802	65.25944	0.1864407	63.68573	0.2768362
NEGATIVE	7210072	62.09482	0.3079096	57.47242	0.4364407	66.39355	0.2824859	57.14337	0.6737288	70.63638	0.05367232	79.19432	0.02966102	57.38525	0.6779661	65.43448	0.1977401
NEGATIVE	7210079	59.76583	0.450565	60.55856	0.2584746	69.71017	0.1370057	61.62203	0.3700565	55.89651	0.7570621	64.46864	0.5169492	60.1843	0.4844633	59.5179	0.5056497
NEGATIVE	7210291	60.76418	0.3827684	61.76846	0.2048023	67.30336	0.2344633	65.00627	0.200565	69.51378	0.07485875	69.13949	0.2429378	66.64347	0.1497175	70.47597	0.06920904
NEGATIVE	7210474	73.93347	0.02683616	69.96598	0.0240113	75.63324	0.03389831	63.9687	0.2514124	68.08263	0.0960452	79.83875	0.0240113	74.58969	0.02542373	74.59312	0.02683616
NEGATIVE	7330184	65.05783	0.1765537	63.42383	0.1341808	64.33051	0.3898305	67.7688	0.09463277	64.63055	0.2033898	75.26518	0.07768361	65.14921	0.1920904	67.19275	0.1384181
NEGATIVE	7330392	65.07109	0.1751412	54.88653	0.6228814	68.91252	0.161017	67.21964	0.1087571	57.74866	0.6327683	68.99056	0.2556497	66.4429	0.1539548	66.655	0.1596045
NEGATIVE	7330424	59.04171	0.5028248	52.86398	0.7457627	56.04835	0.8898305	67.35803	0.1073446	58.06811	0.6144068	62.71201	0.6257062	58.62183	0.5960452	56.49955	0.7146893
NEGATIVE	7330685	69.05318	0.07768361	67.50676	0.04661017	61.84017	0.5409604	68.00079	0.09180791	67.84223	0.1073446	72.98217	0.1172316	67.32143	0.1285311	68.50316	0.1059322
NEGATIVE	7380349	57.76965	0.6016949	50.76195	0.8700565	61.52567	0.5536723	53.4856	0.8700565	50.56372	0.9562147	54.42529	0.9533898	50.11028	0.960452	59.45883	0.5084746
NEGATIVE	7380433	58.11773	0.569209	47.12164	0.9675141	62.35809	0.5042373	54.35622	0.829096	58.14707	0.6087571	58.42408	0.8389831	48.69967	0.9844633	59.33987	0.5141243
NEGATIVE	7380494	54.64861	0.8022599	59.61548	0.3008475	66.4772	0.2768362	57.5015	0.6468927	57.7317	0.6355932	62.46693	0.6398305	60.32269	0.4717514	55.23772	0.7810735
NEGATIVE	7400195	57.51329	0.6299435	60.38848	0.2627119	59.1786	0.710452	54.93639	0.8064972	53.93573	0.8629944	65.54646	0.4350283	61.77838	0.3742938	57.23997	0.6694915
NEGATIVE	7400315	56.7904	0.6638418	55.91292	0.5409604	58.86462	0.7288136	59.85222	0.4689265	58.41901	0.5889831	62.19256	0.6553673	61.05264	0.4180791	57.12565	0.6765537
NEGATIVE	7400368	63.50529	0.2485876	61.84811	0.2019774	71.88808	0.08757062	69.73121	0.0579096	66.1004	0.1539548	70.19679	0.2062147	62.31071	0.3488701	64.80006	0.220339
NEGATIVE	7400491	57.56068	0.6242938	62.07003	0.190678	59.5002	0.6836158	57.25514	0.6596045	65.72105	0.1723164	58.15654	0.84887	60.28243	0.4731638	61.2244	0.3898305
NEGATIVE	7400576	56.31197	0.7033898	59.19558	0.3220339	58.28094	0.7711864	64.41238	0.2189265	61.97161	0.3559322	66.56342	0.3870057	60.59533	0.4519774	64.7412	0.2274011
NEGATIVE	7510500	63.39529	0.2528249	57.45041	0.4378531	63.90728	0.4081921	57.37128	0.6539548	62.91823	0.2824859	61.6511	0.6935028	60.77226	0.4392655	58.63835	0.5720339
NEGATIVE	7550048	48.09998	0.9830508	56.68584	0.4844633	53.45119	0.9590396	49.04213	0.9675141	49.7584	0.9675141	48.51884	1	49.30096	0.9774011	53.50809	0.8714689
NEGATIVE	7550220	60.99739	0.3700565	60.32647	0.2655367	63.73847	0.4152542	62.07978	0.3488701	63.40739	0.2556497	71.71517	0.1737288	67.13374	0.1341808	67.23238	0.1341808
NEGATIVE	7550544	49.71819	0.9675141	50.7779	0.8686441	59.44963	0.6878531	56.51698	0.7175141	59.71442	0.4915254	56.39787	0.9138418	59.12598	0.5550848	57.35228	0.6581921
NEGATIVE	7550743	60.4202	0.4039548	53.62106	0.7033898	58.62823	0.7485875	61.45174	0.3771186	61.58627	0.3757062	63.29819	0.5960452	55.24509	0.8008475	64.42022	0.2471751
NEGATIVE	7570152	66.56054	0.1200565	59.47638	0.3050847	55.19623	0.9223164	64.12846	0.2387006	63.17685	0.2641243	67.68807	0.329096	65.6778	0.1723164	70.16621	0.07344633
NEGATIVE	7570279	80.15611	0.008474576	73.8013	0.01271186	78.44659	0.01553672	65.3521	0.1836158	76.46039	0.01553672	74.85032	0.08333334	71.04774	0.05649718	75.27798	0.01836158
NEGATIVE	7570564	60.68312	0.3870057	62.7839	0.1539548	59.88926	0.6497175	64.72806	0.2076271	70.02863	0.06355932	62.70373	0.6271186	61.6475	0.3813559	61.42251	0.3700565
NEGATIVE	7570615	65.53712	0.1581921	59.81921	0.2923729	61.27763	0.5720339	63.76652	0.2612994	58.66883	0.5706215	73.07214	0.1129944	58.45445	0.6101695	57.59543	0.6355932
NEGATIVE	7570687	54.94853	0.7867231	53.0761	0.7330508	55.73484	0.90113	59.6426	0.4858757	57.82951	0.6285311	66.72273	0.3785311	58.63454	0.5946327	56.55771	0.710452
NEGATIVE	7610133	71.696	0.04096045	71.22521	0.01977401	71.79876	0.09039548	63.17032	0.2937853	65.72724	0.1694915	79.13902	0.03248588	69.17301	0.09039548	69.66213	0.07909604
NEGATIVE	7610156	63.53407	0.2471751	61.18357	0.2372881	66.89973	0.2542373	70.40063	0.04943503	71.12103	0.0480226	64.89684	0.4788136	69.07731	0.09322034	66.9322	0.1454802
NEGATIVE	7610402	70.93781	0.05225989	58.8866	0.3531073	68.82065	0.1666667	66.04879	0.161017	60.12313	0.460452	69.07758	0.2514124	64.08257	0.2358757	64.68951	0.2316384
NEGATIVE	7650048	56.75934	0.6652542	52.53907	0.7782486	63.02795	0.4632768	64.17894	0.2316384	57.56677	0.6553673	60.65499	0.7514125	69.11111	0.09180791	60.72189	0.4152542
NEGATIVE	7650114	49.83575	0.9632769	52.54398	0.7768362	57.25015	0.819209	54.73639	0.8149717	56.43774	0.7189265	58.24715	0.8460452	54.94653	0.8163842	54.36806	0.8276836
NEGATIVE	7650296	60.26927	0.4138418	55.67686	0.5593221	59.19014	0.7090396	57.63047	0.6341808	60.34269	0.450565	61.48027	0.7019774	56.94614	0.7048023	55.45676	0.7655367
NEGATIVE	7650743	65.12239	0.1737288	58.44663	0.3785311	67.56778	0.220339	56.91765	0.6850283	62.28107	0.3305085	65.61655	0.430791	65.12073	0.1935028	55.21381	0.7853107
